"","FID_bog","Geo_group","PLANT_COMM","SOURCE","AREA","PERIMETER","HECTARES","ALPINE_EVC","SHRUBBY","AreaBurnt_0","AreaBurnt_3","AreaBurnt_4","AreaBurnt_2","AreaBurnt_1","AreaBurnt_5","AreaMultiBurnt","PropMultiBurnt","MultiBurntBinary","TimesBurnt","Mean_elevation","Mean_slope","Exposure (5 = Lower; 6 = Higher)","Mean_annual_min_temp","Mean_annual_max_temp","Mean_annual_rainfall","Shape_Area","Aspect","ASPN","Exposure","PA_Ratio","PropTree","PropTreeBuffer","rain.anom.2019"
"85","83","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",9248.291793905,485.06454482629,0.9248291793905,"Alpine Peatland","moderate",9248.29254332602,0,0,0,0,0,0,0,0,0,1452,7,5,4,12,1367,570.90250746953,62,62,"5",0.0524490960747981,1,0.999994652633072,16.806640625
"86","84","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",6433.254038043,417.95263539056,0.6433254038043,"Wet Alpine Heathland","tall",6433.25592781847,0,0,0,0,0,0,0,0,0,1469,9,5,3,10,1326,591.524386113952,3,3,"5",0.0649675316595614,1,0.999996136138073,15.966796875
"87","85","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",4779.704246968,307.97839078462,0.4779704246968,"Wet Alpine Heathland","tall",4779.70352858803,0,0,0,0,0,0,0,0,0,1392,10,5,4,12,1367,255.890531727327,205,155,"5",0.0644346124511753,1,0.999997016491946,16.806640625
"88","86","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",8631.738660347,382.03233163647,0.8631738660347,"Alpine Peatland","moderate",8631.74045346845,0,0,0,0,0,0,0,0,0,1295,11,5,4,12,1367,679.379720427373,134,134,"5",0.0442590243598863,1,0.99999485694312,16.806640625
"89","87","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",6012.806620449,373.27068653974,0.6012806620449,"Alpine Peatland","moderate",6012.8057175336,0,0,0,0,0,0,0,0,0,1168,5,5,5,13,1367,501.144848730808,13,13,"5",0.0620792768006676,1,0.999996417803446,16.806640625
"90","88","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",12833.392597094,594.59035386959,1.2833392597094,"Alpine Peatland","moderate",12833.3926416736,0,0,0,0,0,0,0,0,0,1441,8,5,4,12,1367,380.740064652949,359,1,"5",0.0463315019291336,1,0.999992702392127,16.806640625
"91","89","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",5837.248256636,483.85599460684,0.5837248256636,"Wet Alpine Heathland","tall",5837.24737467781,0,0,0,0,0,0,0,0,0,1441,8,5,4,12,1367,570.404001572185,44,44,"5",0.0828911112452301,1,0.999996557115236,16.806640625
"92","90","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",20945.760709763,821.97817745713,2.0945760709763,"Alpine Peatland","moderate",20945.7638795213,0,0,0,0,0,0,0,0,0,1419,11,5,3,10,1326,1170.95005028252,359,1,"5",0.0392431761656667,1,0.999989203140672,15.966796875
"93","91","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",8162.228526592,471.82648686883,0.8162228526592,"Alpine Peatland","moderate",8162.22784584226,0,0,0,0,0,0,0,0,0,1386,8,5,4,12,1367,499.49136968974,224,136,"5",0.0578060863318946,1,0.99999516602282,16.806640625
"94","92","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",2813.375203617,204.49598114297,0.2813375203617,"Alpine Peatland","moderate",2813.37477850401,0,0,0,0,0,0,0,0,0,1480,3,5,3,10,1326,476.226441802699,44,44,"5",0.0726870631688446,1,0.999998124597012,15.966796875
"95","93","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",4694.507429764,360.71130700335,0.4694507429764,"Wet Alpine Heathland","tall",4694.50671912096,0,0,0,0,0,0,0,0,0,1469,8,5,4,12,1367,540.248857705635,359,1,"5",0.0768368806312622,1,0.99999712413858,16.806640625
"96","94","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",12374.139439097,706.81582622974,1.2374139439097,"Wet Alpine Heathland","tall",12374.1421984839,0,0,0,0,0,0,0,0,0,1450,4,5,4,12,1367,699.999999813735,44,44,"5",0.0571204025709055,1,0.999993323793505,16.806640625
"97","95","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",7119.702561349,470.36194115716,0.7119702561349,"Wet Alpine Heathland","tall",7119.70107795104,0,0,0,0,0,0,0,0,0,1367,10,5,4,12,1367,303.999972102393,269,91,"5",0.0660648302515658,1,0.999995896779036,16.806640625
"98","96","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",6516.74341123,319.08504249315,0.651674341123,"Alpine Peatland","moderate",6516.74491346179,0,0,0,0,0,0,0,0,0,1450,14,5,3.75,10.5,1346.5,299.999999813735,28,28,"5",0.0489638800176305,1,0.999995894158964,16.6358947753906
"99","97","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",14849.490847275,774.57430076003,1.4849490847275,"Wet Alpine Heathland","tall",14849.4935713521,0,0,0,0,0,0,0,0,0,1459,12,5,3.75,10.5,1346.5,649.381280287244,44,44,"5",0.0521616740079792,1,0.99999234681028,15.9722843170166
"100","98","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",7069.217433706,482.53677471275,0.7069217433706,"Wet Alpine Heathland","tall",7069.21650673909,0,0,0,0,0,0,0,0,0,1345,9,5,3,10,1326,911.912671611754,44,44,"5",0.0682588672986654,1,0.999995755090913,15.966796875
"101","99","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",17423.981671132,886.6635824094,1.7423981671132,"Wet Alpine Heathland","tall",17423.9817098232,0,0,0,0,0,0,0,0,0,1335,10,5,3,10,1326,558.951857101629,89,89,"5",0.0508875410422648,0.147778985706159,0.857518801058231,15.966796875
"102","100","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",4904.659513056,275.02974887267,0.4904659513056,"Alpine Peatland","moderate",4904.66067471469,0,0,0,0,0,0,0,0,0,1333,10,5,3,10,1326,523.752282368619,44,44,"5",0.056075197093815,0.928807031836024,0.828851484076267,15.9667978286743
"103","101","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",9806.350136466,481.63728181159,0.9806350136466,"Wet Alpine Heathland","tall",9806.35487721264,0,0,0,0,0,0,0,0,0,1359,9,5,4,12,1367,500.000000447035,224,136,"5",0.0491148363161711,1,0.999994338657282,16.806640625
"104","102","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2045.918614775,167.33232428528,0.2045918614775,"Wet Alpine Heathland","tall",2045.91830291501,0,0,0,0,0,0,0,0,0,1477,5,5,4,12,1367,391.663524636196,44,44,"5",0.0817883580885657,1,0.999998591704379,16.806640625
"105","103","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1963.884295419,176.43490774031,0.1963884295419,"Wet Alpine Heathland","tall",1963.88399610202,0,0,0,0,0,0,0,0,0,1304,7,5,4,12,1367,484.568018151021,269,91,"5",0.089839767114522,1,0.999998695198234,16.806640625
"106","104","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",26417.383020326,1521.71395719317,2.6417383020326,"Wet Alpine Heathland","tall",26417.3802227288,0,0,0,0,0,0,0,0,0,1293,11,5,4,12,1367,651.306753162912,134,134,"5",0.0576027517949956,1,0.999988480425483,16.806640625
"107","105","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",8847.075388536,622.8908070865,0.8847075388536,"Wet Alpine Heathland","tall",8847.07418143866,0,0,0,0,0,0,0,0,0,1447,13,5,4,12,1367,315.292370425428,205,155,"5",0.0704064088674591,1,0.999995122342223,16.806640625
"108","106","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",9333.488965943,599.24701756463,0.9333488965943,"Wet Alpine Heathland","tall",9333.48626154443,0,0,0,0,0,0,0,0,0,1275,8,5,3,10,1326,850.065805232049,122,122,"5",0.0642039670000387,1,0.932186028037323,15.966796875
"109","107","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",4134.750629373,340.13929070363,0.4134750629373,"Alpine Peatland","moderate",4134.74951384138,0,0,0,0,0,0,0,0,0,1477,3,5,4,12,1367,1253.36332051867,0,0,"5",0.0822635561833651,1,0.999997459637049,16.806640625
"110","108","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2130.483496927,183.05669586473,0.2130483496927,"Wet Alpine Heathland","tall",2130.48316762452,0,0,0,0,0,0,0,0,0,1419,15,5,3,10,1326,100.000000223517,122,122,"5",0.0859226068302196,1,0.999998563318562,15.9667978286743
"111","109","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",19595.628389825,1102.22363881763,1.9595628389825,"Wet Alpine Heathland","tall",19595.6288494364,0,0,0,0,0,0,0,0,0,1389,17,5,3,10,1326,699.999999776483,134,134,"5",0.0562484456681143,1,0.999990585610943,15.966796875
"112","110","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",18616.935999185,559.75089760848,1.8616935999185,"Alpine Peatland","moderate",18616.9334519142,0,0,0,0,0,0,0,0,0,1343,8,5,3,10,1326,2200.00000115484,44,44,"5",0.0300667573672158,0.0317939721614786,0.81217092674239,15.966796875
"113","111","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1923.494004607,187.23732703945,0.1923494004607,"Wet Alpine Heathland","tall",1923.49370869734,0,0,0,0,0,0,0,0,0,1330,13,5,4,12,1367,100.000000074506,179,179,"5",0.0973422982296768,1,0.999998695957774,16.806640625
"114","111","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1923.494004607,187.23732703945,0.1923494004607,"Wet Alpine Heathland","tall",1923.49370869734,0,0,0,0,0,0,0,0,0,1330,13,5,4,12,1367,100.000000074506,210,150,"5",0.0973422982296768,1,0.999998695957774,16.806640625
"115","112","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",5246.107968092,293.0730335292,0.5246107968092,"Alpine Peatland","moderate",5246.10722977782,0,0,0,0,0,0,0,0,0,1473,8,5,4,12,1367,1097.19610261402,224,136,"5",0.0558648497727717,1,0.999996696472681,16.806640625
"116","113","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",73409.993934028,2609.3031866809,7.3409993934028,"Alpine Peatland","moderate",73409.9977252052,0,0,0,0,0,0,0,0,0,1350,5,5,3,10,1326,1738.10232234221,0,0,"5",0.0355442501333786,1,0.99952111727856,15.9667978286743
"117","114","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",6132.191210102,393.50322538204,0.6132191210102,"Wet Alpine Heathland","tall",6132.18955208353,0,0,0,0,0,0,0,0,0,1353,8,5,3,10,1326,999.229355376729,134,134,"5",0.0641700840531185,1,0.999996256241672,15.9667978286743
"118","115","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1903.298057392,205.30215597494,0.1903298057392,"Wet Alpine Heathland","tall",1903.297525464,0,0,0,0,0,0,0,0,0,1454,15,5,4,12,1367,200,182,178,"5",0.107866529457954,1,0.999998747558521,16.806640625
"119","116","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",8813.489252061,755.06898721662,0.8813489252061,"Wet Alpine Heathland","tall",8813.49018077562,0,0,0,0,0,0,0,0,0,1317,10,5,4,12,1367,300,156,156,"5",0.0856719700475099,1,0.999995370308223,16.806640625
"120","117","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",9200.759703174,365.60449038447,0.9200759703174,"Alpine Peatland","moderate",9200.75898402203,0,0,0,0,0,0,0,0,0,1367,12,5,3,10,1326,349.850432487512,224,136,"5",0.0397363372351032,1,0.999994267953665,15.966796875
"121","118","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",6207.379632205,425.57147780099,0.6207379632205,"Wet Alpine Heathland","tall",6207.37866810046,0,0,0,0,0,0,0,0,0,1347,9,5,3,10,1326,380.210197937973,340,20,"5",0.0685589577271944,0.2267425797922,0.777676201653248,15.966796875
"122","119","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",9348.629601821,652.47634388971,0.9348629601821,"Wet Alpine Heathland","tall",9348.62815203489,0,0,0,0,0,0,0,0,0,1301,13,5,4,12,1367,537.085124887809,183,177,"5",0.0697937956342409,1,0.999994810325475,16.806640625
"123","120","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",15555.093872849,742.13183142109,1.5555093872849,"Wet Alpine Heathland","tall",15555.0951059024,0,0,0,0,0,0,0,0,0,1271,11,5,3,10,1326,868.373087005724,134,134,"5",0.04770989088767,1,0.900909625982334,15.9667978286743
"124","121","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",5247.958000779,314.8083170815,0.5247958000779,"Wet Alpine Heathland","tall",5247.9571867188,0,0,0,0,0,0,0,0,0,1354,8,5,3,10,1326,1000.76439169685,325,35,"5",0.0599868209758482,1,0.992680528297118,15.9667959213257
"125","122","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1975.238419578,209.0136216718,0.1975238419578,"Wet Alpine Heathland","tall",1975.23811332935,0,0,0,0,0,0,0,0,0,1424,12,5,3,10,1326,293.843932282686,89,89,"5",0.105816907771799,1,0.999998669818588,15.9667959213257
"126","123","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",18711.14493452,863.72523617658,1.871114493452,"Wet Alpine Heathland","tall",18711.1428145248,0,0,0,0,0,0,0,0,0,1432,7,5,3,10,1326,1450.28144835548,0,0,"5",0.0461610040005143,1,0.99999057530479,15.966796875
"127","124","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",29565.295337649,894.58415056335,2.9565295337649,"Alpine Peatland","moderate",29565.2969384485,0,0,0,0,0,0,0,0,0,1428,7,5,3.66666666666667,10.6666666666667,1339.66666666667,1800.0000006333,179,179,"5",0.030257913555295,1,0.999985016359271,16.7842979431152
"128","125","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3541.488073807,254.98012186328,0.3541488073807,"Wet Alpine Heathland","tall",3541.48752355198,0,0,0,0,0,0,0,0,0,1363,11,5,3,10,1326,200.00000026077,25,25,"5",0.0719980179374665,0.535976101488217,0.776339482942323,15.966796875
"129","126","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",7596.383767161,508.15641921683,0.7596383767161,"Wet Alpine Heathland","tall",7596.38456963032,0,0,0,0,0,0,0,0,0,1360,7,5,3,10,1326,398.111012626673,44,44,"5",0.0668945164952802,1,0.999995543619196,15.9667978286743
"130","127","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",4654.753547348,322.49198274711,0.4654753547348,"Wet Alpine Heathland","tall",4654.7533802928,0,0,0,0,0,0,0,0,0,1362,3,5,3,10,1326,789.118843101029,359,1,"5",0.0692822894846595,1,0.77817297650105,15.966796875
"131","128","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3012.71407488,232.83093025901,0.301271407488,"Wet Alpine Heathland","tall",3012.71654662685,0,0,0,0,0,0,0,0,0,1310,7,5,3,10,1326,1154.07045410783,134,134,"5",0.0772827837199532,1,0.82934720806046,15.966796875
"132","129","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",2506.602594048,226.02725269822,0.2506602594048,"Alpine Peatland","moderate",2506.60244343352,0,0,0,0,0,0,0,0,0,1372,8,5,3,10,1326,732.482053044727,314,46,"5",0.0901727514504805,1,0.956189410018692,15.966796875
"133","130","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2679.511235155,233.57579637759,0.2679511235155,"Wet Alpine Heathland","tall",2679.51081741634,0,0,0,0,0,0,0,0,0,1445,17,5,4,12,1367,190.446356707564,112,112,"5",0.0871710457165068,1,0.999998219184767,16.806640625
"134","131","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",5512.081767298,448.02361850127,0.5512081767298,"Wet Alpine Heathland","tall",5512.08145805163,0,0,0,0,0,0,0,0,0,1278,13,5,4,12,1367,230.234721027501,269,91,"5",0.0812802925310902,1,0.999996678208822,16.806640625
"135","132","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",39884.007559553,1433.28054162331,3.9884007559553,"Alpine Peatland","moderate",39884.0043906858,0,0,0,0,0,0,0,0,0,1376,8,5,3,10,1326,2664.73860620264,89,89,"5",0.0359362217922359,1,0.999983016186412,15.966796875
"136","133","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",6960.670377679,399.0711591566,0.6960670377679,"Alpine Peatland","moderate",6960.66976046896,0,0,0,0,0,0,0,0,0,1418,10,5,3,10,1326,284.410509894913,269,91,"5",0.0573322880560921,1,0.999995688743349,15.966796875
"137","134","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2268.051128045,256.99700839372,0.2268051128045,"Wet Alpine Heathland","tall",2268.05172308767,0,0,0,0,0,0,0,0,0,1409,11,5,4,12,1367,585.84323629908,179,179,"5",0.113311823184182,1,0.999998529494544,16.806640625
"138","135","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2632.182261847,223.94718196875,0.2632182261847,"Wet Alpine Heathland","tall",2632.18140382709,0,0,0,0,0,0,0,0,0,1310,16,5,4,12,1367,229.599200529431,202,158,"5",0.0850804236525804,1,0.999998245800726,16.806640625
"139","136","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",9414.208815843,711.3547336961,0.9414208815843,"Wet Alpine Heathland","tall",9414.20835790201,0,0,0,0,0,0,0,0,0,1396,15,5,4,12,1367,334.370843353399,134,134,"5",0.0755618180572938,1,0.999994969097022,16.806640625
"140","137","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",3226.840785921,235.62757755943,0.3226840785921,"Wet Alpine Heathland","tall",3226.83932731055,0,0,0,0,0,0,0,0,0,1314,19,5,4,12,1367,202.687758244028,210,150,"5",0.0730211352811377,1,0.999997892997005,16.806640625
"141","138","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",10100.792489719,494.54723904489,1.0100792489719,"Wet Alpine Heathland","tall",10100.7913742422,0,0,0,0,0,0,0,0,0,1288,10,5,3,10,1326,819.959337054198,107,107,"5",0.0489612314626066,1,0.816332183349706,15.966796875
"142","139","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1861.017214477,193.00142979452,0.1861017214477,"Wet Alpine Heathland","tall",1861.01692005786,0,0,0,0,0,0,0,0,0,1259,19,5,4,12,1367,298.482982552977,177,177,"5",0.103707493027548,1,0.999998781263027,16.806640625
"143","140","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",11982.7094578,553.76565075456,1.19827094578,"Wet Alpine Heathland","tall",11982.7117857011,0,0,0,0,0,0,0,0,0,1450,7,5,3,10,1326,400.00000026077,269,91,"5",0.0462137259277444,1,0.999993203900511,15.9667959213257
"144","141","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",2660.581009775,246.39843319924,0.2660581009775,"Wet Alpine Heathland","tall",2660.58059145899,0,0,0,0,0,0,0,0,0,1446,18,5,3,10,1326,299.999999925494,56,56,"5",0.0926107614441995,1,0.99999825558108,15.966796875
"145","142","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",6991.572240457,628.57825753934,0.6991572240457,"Wet Alpine Heathland","tall",6991.57165582819,0,0,0,0,0,0,0,0,0,1286,9,5,4,12,1367,694.692936476789,224,136,"5",0.089905136630363,1,0.99999618261638,16.806640625
"146","143","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",4301.723602289,270.67467184458,0.4301723602289,"Wet Alpine Heathland","tall",4301.72292527358,0,0,0,0,0,0,0,0,0,1299,5,5,4,12,1367,756.167753175433,62,62,"5",0.0629223764401206,1,0.999997236672011,16.806640625
"147","144","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",4712.815991752,333.04217368672,0.4712815991752,"Alpine Peatland","moderate",4712.81524933076,0,0,0,0,0,0,0,0,0,1397,6,5,3,10,1326,1155.58588047753,89,89,"5",0.0706673407723926,1,0.818437327036815,15.966796875
"148","145","Baw Baw","Wet sub-alpine heathland - flats","Baw Baw (Roberts - Frog)",22063.078679051,1136.79212173855,2.2063078679051,"Alpine Peatland","moderate",22063.0794468667,0,0,0,0,0,0,0,0,0,1294,5,5,4,12,1367,400.000000149012,224,136,"5",0.0515246370769615,1,0.999989020305666,16.806640625
"149","146","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",1576.404821647,177.96414488112,0.1576404821647,"Wet Alpine Heathland","tall",1576.40457320815,0,0,0,0,0,0,0,0,0,1304,16,5,4,12,1367,195.140233622809,193,167,"5",0.112892413444401,1,0.999998922677483,16.806640625
"150","147","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",4783.492696822,307.75601957701,0.4783492696822,"Wet Alpine Heathland","tall",4783.49194187457,0,0,0,0,0,0,0,0,0,1354,11,5,4,12,1367,200.000000335276,273,87,"5",0.0643370940613066,1,0.999997006396026,16.806640625
"151","148","Baw Baw","Wet sub-alpine heathland - slopes","Baw Baw (Roberts - Frog)",50770.970456108,2763.38422798551,5.0770970456108,"Wet Alpine Heathland","tall",50770.9697189806,0,0,0,0,0,0,0,0,0,1330,10,5,4,12,1367,866.242173996113,197,163,"5",0.0544284303246573,1,0.999983245847906,16.806640625
